"nome","catalog_entry_key","canonical_id","categoria","subcategoria","musculos_grupos","equipamentos","locais","descricao_curta","descricao_longa","passos_execucao","respiracao","erros_comuns","seguranca_cuidados","regressao","progressao","quando_evitar","quando_adaptar","origem_conteudo","nivel_template","rotas_ok","rotas_com_fallback","rotas_vazias","estado_final_qualidade"
"Flexão inclinada leve","flexao_inclinada_leve__aquecimento","flexao_inclinada_leve","aquecimento","aquecimento","Preparacao geral","parede, banco ou apoio","Casa ou ginasio conforme equipamento","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento por padrão de movimento, com orientacao pratica em Aquecimento por padrão de movimento Flexão inclinad...","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento por padrão de movimento, com orientacao pratica em Aquecimento por padrão de movimento Flexão inclinada leve. Usa ritmo controlado para perceber onde sentes esforco util sem dor nem compensacoes.","1. Escolhe um local seguro para preparacao geral e confirma que tens parede, banco ou apoio antes de comecar.
2. Organiza aquecimento por padrao de movimento e confirma que percebes o foco: Aquecimento por padrão de movimento Flexão inclinada leve.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. Confirma o equipamento, segura-o com controlo quando existir e respira sem prender o ar.
5. Organiza pes, ombros e cotovelos; empurra sem perder a respiracao.
6. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
7. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Aquecimento por padrão de movimento.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Não chegar perto da falha. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Flexão inclinada leve com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","especializado","1","0","0","A_ESPECIALIZADO_CONCRETO"
"Aquecimento específico para puxar","aquecimento_especifico_para_puxar__aquecimento","aquecimento_especifico_para_puxar","aquecimento","aquecimento","Preparacao geral","elástico, barra opcional","Casa ou ginasio conforme equipamento","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento por padrão de movimento, com orientacao pratica em Aquecimento por padrão de movimento Aquecimento esp...","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento por padrão de movimento, com orientacao pratica em Aquecimento por padrão de movimento Aquecimento específico para puxar. Usa ritmo controlado para perceber onde sentes esforco util sem dor nem compe...","1. Escolhe um local seguro para preparacao geral e confirma que tens elástico, barra opcional antes de comecar.
2. Organiza aquecimento por padrao de movimento e confirma que percebes o foco: Aquecimento por padrão de movimento Aquecimento específico para puxar.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. coloca a barra numa posicao estavel e confirma a pega.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Aquecimento por padrão de movimento.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Não cansar pega. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Aquecimento específico para puxar com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","especializado","1","0","0","A_ESPECIALIZADO_CONCRETO"
"Remada elástico leve","remada_elastico_leve__aquecimento","remada_elastico_leve","aquecimento","aquecimento","Preparacao geral","elástico","Casa ou ginasio conforme equipamento","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento por padrão de movimento, com orientacao pratica em Aquecimento por padrão de movimento Remada elástico...","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento por padrão de movimento, com orientacao pratica em Aquecimento por padrão de movimento Remada elástico leve. Usa ritmo controlado para perceber onde sentes esforco util sem dor nem compensacoes.","1. Escolhe um local seguro para preparacao geral e confirma que tens elástico antes de comecar.
2. Organiza aquecimento por padrao de movimento e confirma que percebes o foco: Aquecimento por padrão de movimento Remada elástico leve.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. Confirma o equipamento, segura-o com controlo quando existir e respira sem prender o ar.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Aquecimento por padrão de movimento.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Foco em escápulas. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Remada elástico leve com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","especializado","1","0","0","A_ESPECIALIZADO_CONCRETO"
"Aquecimento específico para lunge","aquecimento_especifico_para_lunge__aquecimento","aquecimento_especifico_para_lunge","aquecimento","aquecimento","Preparacao geral","Peso corporal","Casa ou ginasio conforme equipamento","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento por padrão de movimento, com orientacao pratica em Aquecimento por padrão de movimento Aquecimento esp...","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento por padrão de movimento, com orientacao pratica em Aquecimento por padrão de movimento Aquecimento específico para lunge. Usa ritmo controlado para perceber onde sentes esforco util sem dor nem compe...","1. Escolhe um local seguro para preparacao geral e confirma que tens Peso corporal antes de comecar.
2. Organiza aquecimento por padrao de movimento e confirma que percebes o foco: Aquecimento por padrão de movimento Aquecimento específico para lunge.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. Mantem os apoios firmes, distribui o peso com controlo e respira sem prender o ar.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Aquecimento por padrão de movimento.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Passo estável. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Aquecimento específico para lunge com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","especializado","1","0","0","A_ESPECIALIZADO_CONCRETO"
"Aquecimento específico para carries","aquecimento_especifico_para_carries__aquecimento","aquecimento_especifico_para_carries","aquecimento","aquecimento","Preparacao geral","halteres ou kettlebells leves","Casa ou ginasio conforme equipamento","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento por padrão de movimento, com orientacao pratica em Aquecimento por padrão de movimento Aquecimento esp...","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento por padrão de movimento, com orientacao pratica em Aquecimento por padrão de movimento Aquecimento específico para carries. Usa ritmo controlado para perceber onde sentes esforco util sem dor nem com...","1. Escolhe um local seguro para preparacao geral e confirma que tens halteres ou kettlebells leves antes de comecar.
2. Organiza aquecimento por padrao de movimento e confirma que percebes o foco: Aquecimento por padrão de movimento Aquecimento específico para carries.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. segura o halter com pega firme e punhos alinhados.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Aquecimento por padrão de movimento.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Cargas leves. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Aquecimento específico para carries com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","especializado","1","0","0","A_ESPECIALIZADO_CONCRETO"
"Aquecimento específico para rotação","aquecimento_especifico_para_rotacao__aquecimento","aquecimento_especifico_para_rotacao","aquecimento","aquecimento","Preparacao geral","sem equipamento ou elástico leve","Casa ou ginasio conforme equipamento","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento por padrão de movimento, com orientacao pratica em Aquecimento por padrão de movimento Aquecimento esp...","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento por padrão de movimento, com orientacao pratica em Aquecimento por padrão de movimento Aquecimento específico para rotação. Usa ritmo controlado para perceber onde sentes esforco util sem dor nem com...","1. Escolhe um local seguro para preparacao geral e confirma que tens sem equipamento ou elástico leve antes de comecar.
2. Organiza aquecimento por padrao de movimento e confirma que percebes o foco: Aquecimento por padrão de movimento Aquecimento específico para rotação.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. Confirma o equipamento, segura-o com controlo quando existir e respira sem prender o ar.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Aquecimento por padrão de movimento.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Rodar anca e torácica, não torcer lombar. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Aquecimento específico para rotação com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","especializado","1","0","0","A_ESPECIALIZADO_CONCRETO"
"Aterragem e pogo prep","aterragem_e_pogo_prep__aquecimento","aterragem_e_pogo_prep","aquecimento","aquecimento","Preparacao geral","Peso corporal","Casa ou ginasio conforme equipamento","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento por padrão de movimento, com orientacao pratica em Aquecimento por padrão de movimento Aterragem e pog...","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento por padrão de movimento, com orientacao pratica em Aquecimento por padrão de movimento Aterragem e pogo prep. Usa ritmo controlado para perceber onde sentes esforco util sem dor nem compensacoes.","1. Escolhe um local seguro para preparacao geral e confirma que tens Peso corporal antes de comecar.
2. Organiza aquecimento por padrao de movimento e confirma que percebes o foco: Aquecimento por padrão de movimento Aterragem e pogo prep.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. Mantem os apoios firmes, distribui o peso com controlo e respira sem prender o ar.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Aquecimento por padrão de movimento.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Baixo volume e progressivo. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Aterragem e pogo prep com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","especializado","1","0","0","A_ESPECIALIZADO_CONCRETO"
"Séries de aproximação","series_de_aproximacao__aquecimento","series_de_aproximacao","aquecimento","aquecimento","Preparacao geral","equipamento do exercício","Casa ou ginasio conforme equipamento","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento específico para musculação, com orientacao pratica em Aquecimento específico para musculação Séries de...","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento específico para musculação, com orientacao pratica em Aquecimento específico para musculação Séries de aproximação. Usa ritmo controlado para perceber onde sentes esforco util sem dor nem compensacoes.","1. Escolhe um local seguro para preparacao geral e confirma que tens equipamento do exercício antes de comecar.
2. Organiza aquecimento especifico para musculacao e confirma que percebes o foco: Aquecimento específico para musculação Séries de aproximação.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. Confirma o equipamento, segura-o com controlo quando existir e respira sem prender o ar.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Aquecimento específico para musculação.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Não falhar séries de aquecimento. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Séries de aproximação com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","especializado","1","0","0","A_ESPECIALIZADO_CONCRETO"
"Série técnica com 40 a 60 por cento da carga","serie_tecnica_com_40_a_60_por_cento_da_carga__aquecimento","serie_tecnica_com_40_a_60_por_cento_da_carga","aquecimento","aquecimento","Preparacao geral","equipamento do exercício","Casa ou ginasio conforme equipamento","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento específico para musculação, com orientacao pratica em Aquecimento específico para musculação Série téc...","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento específico para musculação, com orientacao pratica em Aquecimento específico para musculação Série técnica com 40 a 60 por cento da esforco. Usa ritmo controlado para perceber onde sentes esforco uti...","1. Escolhe um local seguro para preparacao geral e confirma que tens equipamento do exercício antes de comecar.
2. Organiza aquecimento especifico para musculacao e confirma que percebes o foco: Aquecimento específico para musculação Série técnica com 40 a 60 por cento da esforco.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. Confirma o equipamento, segura-o com controlo quando existir e respira sem prender o ar.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Aquecimento específico para musculação.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Técnica perfeita. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Série técnica com 40 a 60 por cento da esforco com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","especializado","1","0","0","A_ESPECIALIZADO_CONCRETO"
"Aquecimento para supino","aquecimento_para_supino__aquecimento","aquecimento_para_supino","aquecimento","aquecimento","Preparacao geral","barra, halteres ou máquina","Casa ou ginasio conforme equipamento","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento específico para musculação, com orientacao pratica em Aquecimento específico para musculação Aquecimen...","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento específico para musculação, com orientacao pratica em Aquecimento específico para musculação Aquecimento para supino. Usa ritmo controlado para perceber onde sentes esforco util sem dor nem compensac...","1. Escolhe um local seguro para preparacao geral e confirma que tens barra, halteres ou máquina antes de comecar.
2. Organiza aquecimento especifico para musculacao e confirma que percebes o foco: Aquecimento específico para musculação Aquecimento para supino.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. segura o halter com pega firme e punhos alinhados; coloca a barra numa posicao estavel e confirma a pega; ajusta a maquina, o assento ou o encosto antes de repetir.
5. Organiza pes, ombros e cotovelos; empurra sem perder a respiracao.
6. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
7. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Aquecimento específico para musculação.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Ombros estáveis. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Aquecimento para supino com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","especializado","1","0","0","A_ESPECIALIZADO_CONCRETO"
"Aquecimento para flexões","aquecimento_para_flexoes__aquecimento","aquecimento_para_flexoes","aquecimento","aquecimento","Preparacao geral","parede ou banco opcional","Casa ou ginasio conforme equipamento","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento específico para musculação, com orientacao pratica em Aquecimento específico para musculação Aquecimen...","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento específico para musculação, com orientacao pratica em Aquecimento específico para musculação Aquecimento para flexões. Usa ritmo controlado para perceber onde sentes esforco util sem dor nem compensa...","1. Escolhe um local seguro para preparacao geral e confirma que tens parede ou banco opcional antes de comecar.
2. Organiza aquecimento especifico para musculacao e confirma que percebes o foco: Aquecimento específico para musculação Aquecimento para flexões.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. Confirma o equipamento, segura-o com controlo quando existir e respira sem prender o ar.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Aquecimento específico para musculação.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Punhos preparados. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Aquecimento para flexões com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","especializado","1","0","0","A_ESPECIALIZADO_CONCRETO"
"Aquecimento para remadas","aquecimento_para_remadas__aquecimento","aquecimento_para_remadas","aquecimento","aquecimento","Preparacao geral","elástico, halteres ou máquina","Casa ou ginasio conforme equipamento","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento específico para musculação, com orientacao pratica em Aquecimento específico para musculação Aquecimen...","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento específico para musculação, com orientacao pratica em Aquecimento específico para musculação Aquecimento para remadas. Usa ritmo controlado para perceber onde sentes esforco util sem dor nem compensa...","1. Escolhe um local seguro para preparacao geral e confirma que tens elástico, halteres ou máquina antes de comecar.
2. Organiza aquecimento especifico para musculacao e confirma que percebes o foco: Aquecimento específico para musculação Aquecimento para remadas.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. segura o halter com pega firme e punhos alinhados; ajusta a maquina, o assento ou o encosto antes de repetir.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Aquecimento específico para musculação.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Não cansar lombar ou pega. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Aquecimento para remadas com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","especializado","1","0","0","A_ESPECIALIZADO_CONCRETO"
"Aquecimento para barras","aquecimento_para_barras__aquecimento","aquecimento_para_barras","aquecimento","aquecimento","Preparacao geral","barra fixa, elástico opcional","Casa ou ginasio conforme equipamento","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento específico para musculação, com orientacao pratica em Aquecimento específico para musculação Aquecimen...","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento específico para musculação, com orientacao pratica em Aquecimento específico para musculação Aquecimento para barras. Usa ritmo controlado para perceber onde sentes esforco util sem dor nem compensac...","1. Escolhe um local seguro para preparacao geral e confirma que tens barra fixa, elástico opcional antes de comecar.
2. Organiza aquecimento especifico para musculacao e confirma que percebes o foco: Aquecimento específico para musculação Aquecimento para barras.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. Confirma o equipamento, segura-o com controlo quando existir e respira sem prender o ar.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Aquecimento específico para musculação.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Evitar saltar direto para esforço máximo. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Aquecimento para barras com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","especializado","1","0","0","A_ESPECIALIZADO_CONCRETO"
"Aquecimento para ombro","aquecimento_para_ombro__aquecimento","aquecimento_para_ombro","aquecimento","aquecimento","Preparacao geral","elástico, parede opcional","Casa ou ginasio conforme equipamento","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento específico para musculação, com orientacao pratica em Aquecimento específico para musculação Aquecimen...","Exercicio para preparar o corpo para treinar sem cansar. O foco e Aquecimento específico para musculação, com orientacao pratica em Aquecimento específico para musculação Aquecimento para ombro. Usa ritmo controlado para perceber onde sentes esforco util sem dor nem compensacoes.","1. Escolhe um local seguro para preparacao geral e confirma que tens elástico, parede opcional antes de comecar.
2. Organiza aquecimento especifico para musculacao e confirma que percebes o foco: Aquecimento específico para musculação Aquecimento para ombro.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. Confirma o equipamento, segura-o com controlo quando existir e respira sem prender o ar.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Aquecimento específico para musculação.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Manguito sem fadiga. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Aquecimento para ombro com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","especializado","1","0","0","A_ESPECIALIZADO_CONCRETO"
