name,catalog_entry_key,primary_type
"Cossack parcial dinâmico","cossack_parcial_dinamico__aquecimento","aquecimento"
"Wall slides dinâmicos","wall_slides_dinamicos__aquecimento","aquecimento"
"Agachamento assistido dinâmico","agachamento_assistido_dinamico__aquecimento","aquecimento"
"Glute bridge de ativação","glute_bridge_de_ativacao__ativacao","ativacao"
"Glute bridge com pausa no topo","glute_bridge_com_pausa_no_topo__ativacao","ativacao"
"Clam shell leve","clam_shell_leve__ativacao","ativacao"
"Lateral band walk","lateral_band_walk__ativacao","ativacao"
"Monster walk leve","monster_walk_leve__ativacao","ativacao"
"Rotação externa de anca com mini band","rotacao_externa_de_anca_com_mini_band__ativacao","ativacao"
"Hip airplane assistido","hip_airplane_assistido__ativacao","ativacao"
"Marcha de joelho alto controlada","marcha_de_joelho_alto_controlada__ativacao","ativacao"
"Câmara de pontapé frontal ativa","camara_de_pontape_frontal_ativa__ativacao","ativacao"
"Adductor squeeze leve","adductor_squeeze_leve__ativacao","ativacao"
"Copenhagen regressão curta","copenhagen_regressao_curta__ativacao","ativacao"
"Equilíbrio unipodal com joelho alto","equilibrio_unipodal_com_joelho_alto__ativacao","ativacao"
"Agachamento com pausa leve","agachamento_com_pausa_leve__ativacao","ativacao"
"Squat to stand leve","squat_to_stand_leve__ativacao","ativacao"
"Câmara de pontapé circular ativa","camara_de_pontape_circular_ativa__ativacao","ativacao"
"Respiração com bracing leve","respiracao_com_bracing_leve__ativacao","ativacao"
"Brace em pé antes de carga","brace_em_pe_antes_de_carga__ativacao","ativacao"
"Prancha curta de ativação","prancha_curta_de_ativacao__ativacao","ativacao"
"Hollow hold leve","hollow_hold_leve__ativacao","ativacao"
"Pallof press leve","pallof_press_leve__ativacao","ativacao"
"Dead bug de ativação","dead_bug_de_ativacao__ativacao","ativacao"
"Dead bug com expiração","dead_bug_com_expiracao__ativacao","ativacao"
"Bird dog de ativação","bird_dog_de_ativacao__ativacao","ativacao"
"Side plank curta","side_plank_curta__ativacao","ativacao"
"Side plank com joelhos apoiados","side_plank_com_joelhos_apoiados__ativacao","ativacao"
"McGill curl-up leve","mcgill_curl_up_leve__ativacao","ativacao"
"Rotação torácica com core ativo","rotacao_toracica_com_core_ativo__ativacao","ativacao"
"Bear hold curto","bear_hold_curto__ativacao","ativacao"
"Scapular push-up leve","scapular_push_up_leve__ativacao","ativacao"
"Prancha com protração escapular","prancha_com_protracao_escapular__ativacao","ativacao"
"Band pull-apart leve","band_pull_apart_leve__ativacao","ativacao"
"Retração escapular em pé","retracao_escapular_em_pe__ativacao","ativacao"
"Scapular pull-up leve","scapular_pull_up_leve__ativacao","ativacao"
"Depressão escapular com elástico","depressao_escapular_com_elastico__ativacao","ativacao"
"Wall slides com foco em escápula","wall_slides_com_foco_em_escapula__ativacao","ativacao"
"Y raise leve","y_raise_leve__ativacao","ativacao"
"Prone Y T W leve","prone_y_t_w_leve__ativacao","ativacao"
"Serratus wall slide","serratus_wall_slide__ativacao","ativacao"
"Face pull leve de ativação","face_pull_leve_de_ativacao__ativacao","ativacao"
"Guarda alta com serrátil ativo","guarda_alta_com_serratil_ativo__ativacao","ativacao"
"Rotação externa com elástico leve","rotacao_externa_com_elastico_leve__ativacao","ativacao"
"Rotação externa deitado de lado leve","rotacao_externa_deitado_de_lado_leve__ativacao","ativacao"
"Rotação interna com elástico leve","rotacao_interna_com_elastico_leve__ativacao","ativacao"
"Isometria de rotação externa na parede","isometria_de_rotacao_externa_na_parede__ativacao","ativacao"
"Isometria de rotação interna na parede","isometria_de_rotacao_interna_na_parede__ativacao","ativacao"
"Overhead hold leve","overhead_hold_leve__ativacao","ativacao"
"Bottoms-up carry leve","bottoms_up_carry_leve__ativacao","ativacao"
"Push-up plus regressivo","push_up_plus_regressivo__ativacao","ativacao"
"Straight arm pulldown leve","straight_arm_pulldown_leve__ativacao","ativacao"
"Jab leve no ar com guarda","jab_leve_no_ar_com_guarda__ativacao","ativacao"
"Sombra só de mãos leve","sombra_so_de_maos_leve__ativacao","ativacao"
"Frames leves em quadrupedia","frames_leves_em_quadrupedia__ativacao","ativacao"
"Rocking de punhos para apoio","rocking_de_punhos_para_apoio__aquecimento","aquecimento"
"Punhos para flexões na parede","punhos_para_flexoes_na_parede__aquecimento","aquecimento"
"Punhos e dedos para grappling","punhos_e_dedos_para_grappling__aquecimento","aquecimento"
"Aquecimento de pega com kimono","aquecimento_de_pega_com_kimono__aquecimento","aquecimento"
"Pega leve em toalha","pega_leve_em_toalha__aquecimento","aquecimento"
"Aquecimento de pega para barras","aquecimento_de_pega_para_barras__aquecimento","aquecimento"
"Extensão de dedos com elástico leve","extensao_de_dedos_com_elastico_leve__aquecimento","aquecimento"
"Pronação e supinação ativa","pronacao_e_supinacao_ativa__aquecimento","aquecimento"
"Pronação e supinação com halter leve","pronacao_e_supinacao_com_halter_leve__aquecimento","aquecimento"
"Alinhamento de punho na parede","alinhamento_de_punho_na_parede__aquecimento","aquecimento"
"Toques leves no saco para punhos","toques_leves_no_saco_para_punhos__aquecimento","aquecimento"
"Checklist de mãos antes de contacto","checklist_de_maos_antes_de_contacto__aquecimento","aquecimento"
"Short foot de aquecimento","short_foot_de_aquecimento__aquecimento","aquecimento"
"Doming do pé","doming_do_pe__aquecimento","aquecimento"
"Toe yoga","toe_yoga__aquecimento","aquecimento"
"Knee to wall pré-agachamento","knee_to_wall_pre_agachamento__aquecimento","aquecimento"
"Equilíbrio unipodal","equilibrio_unipodal__aquecimento","aquecimento"
"Elevação de tibial na parede","elevacao_de_tibial_na_parede__aquecimento","aquecimento"
"Toe raises em pé","toe_raises_em_pe__aquecimento","aquecimento"
"Calf raises leves","calf_raises_leves__aquecimento","aquecimento"
"Soleus raises leves","soleus_raises_leves__aquecimento","aquecimento"
"Pogo prep baixo","pogo_prep_baixo__aquecimento","aquecimento"
"Pivots controlados","pivots_controlados__aquecimento","aquecimento"
"Base marcial com troca de peso","base_marcial_com_troca_de_peso__aquecimento","aquecimento"
"Circuito leve de ombro preventivo","circuito_leve_de_ombro_preventivo__prevencao","prevencao"
"Rotação externa progressiva leve","rotacao_externa_progressiva_leve__prevencao","prevencao"
"Face pull preventivo leve","face_pull_preventivo_leve__prevencao","prevencao"
"Y T W preventivo","y_t_w_preventivo__prevencao","prevencao"
"Isometria leve de flexão do cotovelo","isometria_leve_de_flexao_do_cotovelo__prevencao","prevencao"
"Isometria leve de extensão do cotovelo","isometria_leve_de_extensao_do_cotovelo__prevencao","prevencao"
"Circuito punho-cotovelo leve","circuito_punho_cotovelo_leve__prevencao","prevencao"
"Sequência preventiva para striking","sequencia_preventiva_para_striking__prevencao","prevencao"
"Sequência preventiva para grappling","sequencia_preventiva_para_grappling__prevencao","prevencao"
"Wall slide e rotação externa","wall_slide_e_rotacao_externa__prevencao","prevencao"
"Scapular push-up preventivo","scapular_push_up_preventivo__prevencao","prevencao"
"Rotação externa isométrica semanal","rotacao_externa_isometrica_semanal__prevencao","prevencao"
"Hinge drill com cabo de vassoura","hinge_drill_com_cabo_de_vassoura__prevencao","prevencao"
"Dead bug preventivo","dead_bug_preventivo__prevencao","prevencao"
"Hip airplane assistido preventivo","hip_airplane_assistido_preventivo__prevencao","prevencao"
"Step down controlado","step_down_controlado__prevencao","prevencao"
"Agachamento para caixa controlado","agachamento_para_caixa_controlado__prevencao","prevencao"
"Copenhagen regressão de joelho apoiado","copenhagen_regressao_de_joelho_apoiado__prevencao","prevencao"
"Adductor squeeze preventivo","adductor_squeeze_preventivo__prevencao","prevencao"
"Hip hinge unilateral assistido","hip_hinge_unilateral_assistido__prevencao","prevencao"
"Nordic regressão isométrica","nordic_regressao_isometrica__prevencao","prevencao"
"Monster walk preventivo","monster_walk_preventivo__prevencao","prevencao"
"Split squat controlado","split_squat_controlado__prevencao","prevencao"
"Bird dog e shrimp leve","bird_dog_e_shrimp_leve__prevencao","prevencao"
"Equilíbrio unipodal preventivo","equilibrio_unipodal_preventivo__prevencao","prevencao"
"Short foot preventivo","short_foot_preventivo__prevencao","prevencao"
"Toe yoga preventivo","toe_yoga_preventivo__prevencao","prevencao"
"Elevação de tibial progressiva","elevacao_de_tibial_progressiva__prevencao","prevencao"
"Calf raise controlado","calf_raise_controlado__prevencao","prevencao"
"Soleus raise controlado","soleus_raise_controlado__prevencao","prevencao"
"Isometria de gémeos em meia ponta","isometria_de_gemeos_em_meia_ponta__prevencao","prevencao"
"Aterragem suave de baixa altura","aterragem_suave_de_baixa_altura__prevencao","prevencao"
"Circuito perna inferior para corrida","circuito_perna_inferior_para_corrida__prevencao","prevencao"
"Circuito tornozelo para footwork marcial","circuito_tornozelo_para_footwork_marcial__prevencao","prevencao"
"Aquecimento específico para agachamento","aquecimento_especifico_para_agachamento__aquecimento","aquecimento"
"Squat sem carga com pausa","squat_sem_carga_com_pausa__aquecimento","aquecimento"
"Aquecimento específico para hinge","aquecimento_especifico_para_hinge__aquecimento","aquecimento"
"Good morning sem carga","good_morning_sem_carga__aquecimento","aquecimento"
"Aquecimento específico para empurrar","aquecimento_especifico_para_empurrar__aquecimento","aquecimento"
"Flexão inclinada leve","flexao_inclinada_leve__aquecimento","aquecimento"
"Aquecimento específico para puxar","aquecimento_especifico_para_puxar__aquecimento","aquecimento"
"Remada elástico leve","remada_elastico_leve__aquecimento","aquecimento"
"Aquecimento específico para lunge","aquecimento_especifico_para_lunge__aquecimento","aquecimento"
"Aquecimento específico para carries","aquecimento_especifico_para_carries__aquecimento","aquecimento"
"Aquecimento específico para rotação","aquecimento_especifico_para_rotacao__aquecimento","aquecimento"
"Aterragem e pogo prep","aterragem_e_pogo_prep__aquecimento","aquecimento"
"Séries de aproximação","series_de_aproximacao__aquecimento","aquecimento"
"Série técnica com 40 a 60 por cento da carga","serie_tecnica_com_40_a_60_por_cento_da_carga__aquecimento","aquecimento"
"Aquecimento para supino","aquecimento_para_supino__aquecimento","aquecimento"
"Aquecimento para flexões","aquecimento_para_flexoes__aquecimento","aquecimento"
"Aquecimento para remadas","aquecimento_para_remadas__aquecimento","aquecimento"
"Aquecimento para barras","aquecimento_para_barras__aquecimento","aquecimento"
"Aquecimento para ombro","aquecimento_para_ombro__aquecimento","aquecimento"
"Aquecimento para braços","aquecimento_para_bracos__aquecimento","aquecimento"
"Aquecimento para dia de squat","aquecimento_para_dia_de_squat__aquecimento","aquecimento"
"Aquecimento para dia de deadlift","aquecimento_para_dia_de_deadlift__aquecimento","aquecimento"
"Aquecimento para treino de core","aquecimento_para_treino_de_core__aquecimento","aquecimento"
"Ramp-up para press vertical","ramp_up_para_press_vertical__aquecimento","aquecimento"
"Entrada progressiva no cardio","entrada_progressiva_no_cardio__aquecimento","aquecimento"
"Aquecimento para corrida exterior","aquecimento_para_corrida_exterior__aquecimento","aquecimento"
"Aquecimento para passadeira","aquecimento_para_passadeira__aquecimento","aquecimento"
"Aquecimento para corda","aquecimento_para_corda__aquecimento","aquecimento"
"Corda progressiva por blocos","corda_progressiva_por_blocos__aquecimento","aquecimento"
"Aquecimento para HIIT peso corporal","aquecimento_para_hiit_peso_corporal__aquecimento","aquecimento"
"Ramp-up de HIIT em máquina","ramp_up_de_hiit_em_maquina__aquecimento","aquecimento"
"Aquecimento para sprints","aquecimento_para_sprints__aquecimento","aquecimento"
"Acelerações progressivas","aceleracoes_progressivas__aquecimento","aquecimento"
"Aquecimento para mudanças de direção","aquecimento_para_mudancas_de_direcao__aquecimento","aquecimento"
"Aquecimento para bicicleta ou elíptica","aquecimento_para_bicicleta_ou_eliptica__aquecimento","aquecimento"
"Aquecimento para remo ergómetro","aquecimento_para_remo_ergometro__aquecimento","aquecimento"
"Aquecimento marcial geral","aquecimento_marcial_geral__aquecimento","aquecimento"
"Aquecimento para Karate","aquecimento_para_karate__aquecimento","aquecimento"
"Bases de Karate progressivas","bases_de_karate_progressivas__aquecimento","aquecimento"
"Aquecimento para BJJ","aquecimento_para_bjj__aquecimento","aquecimento"
"Solo leve de BJJ","solo_leve_de_bjj__aquecimento","aquecimento"
"Aquecimento para Boxe","aquecimento_para_boxe__aquecimento","aquecimento"
"Footwork de Boxe progressivo","footwork_de_boxe_progressivo__aquecimento","aquecimento"
"Aquecimento para Kickboxing e Muay Thai","aquecimento_para_kickboxing_e_muay_thai__aquecimento","aquecimento"
"Checks e teeps leves","checks_e_teeps_leves__aquecimento","aquecimento"
"Aquecimento para Judo","aquecimento_para_judo__aquecimento","aquecimento"
"Ukemi progressivo","ukemi_progressivo__aquecimento","aquecimento"
"Aquecimento para Taekwondo","aquecimento_para_taekwondo__aquecimento","aquecimento"
"Câmaras de pontapé progressivas","camaras_de_pontape_progressivas__aquecimento","aquecimento"
"Aquecimento para defesa pessoal funcional","aquecimento_para_defesa_pessoal_funcional__aquecimento","aquecimento"
"Guarda, saída e levantar do chão","guarda_saida_e_levantar_do_chao__aquecimento","aquecimento"
"Primer neural geral curto","primer_neural_geral_curto__aquecimento","aquecimento"
"Repetições rápidas submáximas","repeticoes_rapidas_submaximas__aquecimento","aquecimento"
"Equilíbrio unilateral como primer","equilibrio_unilateral_como_primer__aquecimento","aquecimento"
"Reação leve com comandos","reacao_leve_com_comandos__aquecimento","aquecimento"
"Ensaio técnico do exercício principal","ensaio_tecnico_do_exercicio_principal__aquecimento","aquecimento"
"Potenciação leve para força","potenciacao_leve_para_forca__aquecimento","aquecimento"
"Timing marcial leve","timing_marcial_leve__aquecimento","aquecimento"
"Agilidade progressiva com cones","agilidade_progressiva_com_cones__aquecimento","aquecimento"
"Passos laterais progressivos","passos_laterais_progressivos__aquecimento","aquecimento"
"Aceleração técnica curta","aceleracao_tecnica_curta__aquecimento","aquecimento"
"Preparação para ombros rígidos","preparacao_para_ombros_rigidos__prevencao","prevencao"
"Preparação para lombar rígida","preparacao_para_lombar_rigida__prevencao","prevencao"
"Preparação para joelho sensível","preparacao_para_joelho_sensivel__prevencao","prevencao"
"Preparação para anca rígida","preparacao_para_anca_rigida__prevencao","prevencao"
"Preparação para gémeos tensos","preparacao_para_gemeos_tensos__prevencao","prevencao"
"Preparação quando a pega está cansada","preparacao_quando_a_pega_esta_cansada__prevencao","prevencao"
"Preparação pós-computador antes de treinar","preparacao_pos_computador_antes_de_treinar__prevencao","prevencao"
"Aquecimento adaptado a dias de calor","aquecimento_adaptado_a_dias_de_calor__prevencao","prevencao"
"Wall slides pós-computador pré-treino","wall_slides_pos_computador_pre_treino__prevencao","prevencao"
"Respiração e pelvic tilts pré-treino","respiracao_e_pelvic_tilts_pre_treino__prevencao","prevencao"
"Check-in geral antes do treino","check_in_geral_antes_do_treino__aquecimento","aquecimento"
"Check de dor articular","check_de_dor_articular__aquecimento","aquecimento"
"Check de tendões","check_de_tendoes__aquecimento","aquecimento"
"Check antes de contacto marcial","check_antes_de_contacto_marcial__aquecimento","aquecimento"
"Check antes de HIIT ou sprints","check_antes_de_hiit_ou_sprints__aquecimento","aquecimento"
"Check antes de força pesada","check_antes_de_forca_pesada__aquecimento","aquecimento"
"Check do intervalo desde o último treino","check_do_intervalo_desde_o_ultimo_treino__aquecimento","aquecimento"
"Ajuste do plano pelo estado do dia","ajuste_do_plano_pelo_estado_do_dia__aquecimento","aquecimento"
